NOTICE:  Erro ao finalizar carrinho 626: Produto 417 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2430: Produto 564 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1652: Produto 125 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1116: Produto 492 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1454: Produto 404 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2427: Produto 514 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2228: Produto 232 sem estoque suficiente (solicitado 8, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1257: Produto 544 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3820: Produto 426 sem estoque suficiente (solicitado 5, disponível 3)
NOTICE:  Erro ao finalizar carrinho 2019: Produto 383 sem estoque suficiente (solicitado 6, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3040: Produto 423 sem estoque suficiente (solicitado 8, disponível 3)
NOTICE:  Erro ao finalizar carrinho 2659: Produto 13 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1509: Produto 329 sem estoque suficiente (solicitado 6, disponível 4)
NOTICE:  Erro ao finalizar carrinho 3432: Produto 128 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 474: Produto 13 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2205: Produto 406 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1376: Produto 212 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1634: Produto 568 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1347: Produto 454 sem estoque suficiente (solicitado 10, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1257: Produto 544 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3764: Produto 404 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2128: Produto 125 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2994: Produto 92 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3581: Produto 401 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3148: Produto 404 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3133: Produto 410 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3872: Produto 410 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1006: Produto 92 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3883: Produto 329 sem estoque suficiente (solicitado 9, disponível 4)
NOTICE:  Erro ao finalizar carrinho 3376: Produto 401 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3081: Produto 148 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1806: Produto 361 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3795: Produto 227 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 101: Produto 454 sem estoque suficiente (solicitado 5, disponível 3)
NOTICE:  Erro ao finalizar carrinho 533: Produto 417 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1063: Produto 359 sem estoque suficiente (solicitado 5, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2313: Produto 544 sem estoque suficiente (solicitado 4, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1243: Produto 356 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 309: Produto 404 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3697: Produto 237 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1460: Produto 404 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2611: Produto 237 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 839: Produto 415 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3764: Produto 404 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3179: Produto 404 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2284: Produto 125 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 349: Produto 568 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2040: Produto 146 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3376: Produto 401 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 854: Produto 361 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 609: Produto 212 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3629: Produto 511 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 346: Produto 125 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1466: Produto 514 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 740: Produto 417 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2114: Produto 190 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2194: Produto 356 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1764: Produto 419 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 359: Produto 92 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 547: Produto 13 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1877: Produto 544 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2315: Produto 564 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2518: Produto 539 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 648: Produto 92 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 122: Produto 92 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1693: Produto 441 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 643: Produto 439 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2601: Produto 492 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 147: Produto 335 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2092: Produto 539 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 247: Produto 439 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3689: Produto 179 sem estoque suficiente (solicitado 10, disponível 3)
NOTICE:  Erro ao finalizar carrinho 218: Produto 439 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3203: Produto 146 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3635: Produto 335 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 912: Produto 237 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 968: Produto 335 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2741: Produto 329 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1364: Produto 361 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2607: Produto 417 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 731: Produto 564 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2086: Produto 511 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1347: Produto 454 sem estoque suficiente (solicitado 10, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1902: Produto 415 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1924: Produto 92 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 349: Produto 568 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3882: Produto 359 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 498: Produto 237 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1296: Produto 539 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3990: Produto 544 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1067: Produto 148 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1600: Produto 439 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2602: Produto 511 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 724: Produto 13 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 862: Produto 146 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 709: Produto 505 sem estoque suficiente (solicitado 8, disponível 4)
NOTICE:  Erro ao finalizar carrinho 807: Produto 401 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1783: Produto 354 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2020: Produto 441 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3377: Produto 439 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2185: Produto 125 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1007: Produto 544 sem estoque suficiente (solicitado 5, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2742: Produto 419 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2396: Produto 539 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3953: Produto 190 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 863: Produto 539 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1431: Produto 335 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 971: Produto 410 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2668: Produto 92 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2302: Produto 227 sem estoque suficiente (solicitado 4, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1918: Produto 212 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1936: Produto 514 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3613: Produto 356 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2361: Produto 410 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2093: Produto 514 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3814: Produto 441 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1322: Produto 419 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3255: Produto 417 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2477: Produto 361 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1861: Produto 13 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1652: Produto 125 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1180: Produto 454 sem estoque suficiente (solicitado 5, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1501: Produto 514 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1116: Produto 492 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3315: Produto 361 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3894: Produto 148 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1783: Produto 354 sem estoque suficiente (solicitado 3, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2602: Produto 511 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 346: Produto 125 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3753: Produto 190 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1099: Produto 404 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1884: Produto 13 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3035: Produto 215 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1180: Produto 454 sem estoque suficiente (solicitado 5, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3813: Produto 356 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3102: Produto 212 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2024: Produto 359 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2503: Produto 92 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1684: Produto 359 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3101: Produto 415 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3977: Produto 568 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3392: Produto 453 sem estoque suficiente (solicitado 9, disponível 4)
NOTICE:  Erro ao finalizar carrinho 1225: Produto 148 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 891: Produto 128 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1474: Produto 564 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1785: Produto 568 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2184: Produto 410 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1649: Produto 410 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1854: Produto 237 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 666: Produto 128 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3993: Produto 146 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1556: Produto 190 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2291: Produto 361 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3063: Produto 237 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3983: Produto 417 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 887: Produto 98 sem estoque suficiente (solicitado 2, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1792: Produto 227 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1385: Produto 401 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1439: Produto 125 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 821: Produto 340 sem estoque suficiente (solicitado 7, disponível 6)
NOTICE:  Erro ao finalizar carrinho 720: Produto 439 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 119: Produto 514 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 394: Produto 383 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 560: Produto 453 sem estoque suficiente (solicitado 4, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1847: Produto 453 sem estoque suficiente (solicitado 6, disponível 2)
NOTICE:  Erro ao finalizar carrinho 2579: Produto 128 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3475: Produto 514 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2993: Produto 544 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1312: Produto 441 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2668: Produto 92 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1750: Produto 190 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2832: Produto 128 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1916: Produto 340 sem estoque suficiente (solicitado 7, disponível 6)
NOTICE:  Erro ao finalizar carrinho 3160: Produto 410 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1476: Produto 232 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1246: Produto 514 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1852: Produto 148 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3418: Produto 415 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1427: Produto 401 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 871: Produto 335 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3341: Produto 361 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 77: Produto 406 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1221: Produto 125 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1873: Produto 98 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1618: Produto 354 sem estoque suficiente (solicitado 8, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3731: Produto 215 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 213: Produto 404 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3710: Produto 92 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2756: Produto 98 sem estoque suficiente (solicitado 5, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2883: Produto 347 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 2929: Produto 401 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 941: Produto 130 sem estoque suficiente (solicitado 7, disponível 4)
NOTICE:  Erro ao finalizar carrinho 2607: Produto 417 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2544: Produto 544 sem estoque suficiente (solicitado 4, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1429: Produto 237 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3855: Produto 423 sem estoque suficiente (solicitado 7, disponível 3)
NOTICE:  Erro ao finalizar carrinho 2427: Produto 514 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 46: Produto 339 sem estoque suficiente (solicitado 4, disponível 2)
NOTICE:  Erro ao finalizar carrinho 1918: Produto 212 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 23: Produto 98 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 377: Produto 401 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1432: Produto 347 sem estoque suficiente (solicitado 9, disponível 3)
NOTICE:  Erro ao finalizar carrinho 1256: Produto 417 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3187: Produto 215 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3080: Produto 441 sem estoque suficiente (solicitado 10, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2541: Produto 190 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2021: Produto 356 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 96: Produto 505 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1369: Produto 404 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1590: Produto 439 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3258: Produto 190 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1292: Produto 190 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 309: Produto 404 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3977: Produto 568 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 938: Produto 439 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3658: Produto 404 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1191: Produto 404 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 643: Produto 439 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1966: Produto 514 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2978: Produto 356 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 73: Produto 212 sem estoque suficiente (solicitado 10, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1010: Produto 356 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 612: Produto 227 sem estoque suficiente (solicitado 9, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3688: Produto 505 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3766: Produto 484 sem estoque suficiente (solicitado 10, disponível 6)
NOTICE:  Erro ao finalizar carrinho 136: Produto 148 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3841: Produto 340 sem estoque suficiente (solicitado 7, disponível 6)
NOTICE:  Erro ao finalizar carrinho 1528: Produto 128 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2477: Produto 361 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 533: Produto 417 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3050: Produto 514 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1263: Produto 492 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3139: Produto 492 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2436: Produto 188 sem estoque suficiente (solicitado 5, disponível 1)
NOTICE:  Erro ao finalizar carrinho 3923: Produto 212 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2509: Produto 419 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 664: Produto 354 sem estoque suficiente (solicitado 7, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2381: Produto 356 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2080: Produto 237 sem estoque suficiente (solicitado 7, disponível 0)
NOTICE:  Erro ao finalizar carrinho 956: Produto 415 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 988: Produto 417 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1039: Produto 568 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 671: Produto 511 sem estoque suficiente (solicitado 6, disponível 1)
NOTICE:  Erro ao finalizar carrinho 1684: Produto 359 sem estoque suficiente (solicitado 4, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1429: Produto 237 sem estoque suficiente (solicitado 2, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1228: Produto 335 sem estoque suficiente (solicitado 1, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3484: Produto 92 sem estoque suficiente (solicitado 5, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1696: Produto 401 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 459: Produto 423 sem estoque suficiente (solicitado 5, disponível 1)
NOTICE:  Erro ao finalizar carrinho 2610: Produto 98 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2640: Produto 419 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1404: Produto 215 sem estoque suficiente (solicitado 9, disponível 0)
NOTICE:  Erro ao finalizar carrinho 921: Produto 190 sem estoque suficiente (solicitado 6, disponível 0)
NOTICE:  Erro ao finalizar carrinho 115: Produto 431 sem estoque suficiente (solicitado 7, disponível 6)
NOTICE:  Erro ao finalizar carrinho 1969: Produto 237 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 1067: Produto 148 sem estoque suficiente (solicitado 8, disponível 0)
NOTICE:  Erro ao finalizar carrinho 2424: Produto 439 sem estoque suficiente (solicitado 3, disponível 0)
NOTICE:  Erro ao finalizar carrinho 3908: Produto 179 sem estoque suficiente (solicitado 10, disponível 3)
NOTICE:  Erro ao finalizar carrinho 3064: Produto 453 sem estoque suficiente (solicitado 3, disponível 2)
NOTICE:  Erro ao finalizar carrinho 554: Produto 544 sem estoque suficiente (solicitado 8, disponível 1)
